;0
139;004,004_172,[0, array([ -1, 202], dtype=int32), 1, array([  0, 280], dtype=int32), 2, array([  3, 358], dtype=int32), 3, array([ 13, 435], dtype=int32), 4, array([ 36, 509], dtype=int32), 5, array([ 76, 575], dtype=int32), 6, array([133, 629], dtype=int32), 7, array([203, 664], dtype=int32), 8, array([288, 672], dtype=int32), 9, array([373, 667], dtype=int32), 10, array([441, 636], dtype=int32), 11, array([496, 586], dtype=int32), 12, array([534, 521], dtype=int32), 13, array([558, 449], dtype=int32), 14, array([573, 375], dtype=int32), 15, array([586, 303], dtype=int32), 16, array([593, 230], dtype=int32), 17, array([ 74, 116], dtype=int32), 18, array([118,  80], dtype=int32), 19, array([179,  74], dtype=int32), 20, array([235,  89], dtype=int32), 21, array([289, 111], dtype=int32), 22, array([344, 112], dtype=int32), 23, array([400,  96], dtype=int32), 24, array([455,  88], dtype=int32), 25, array([511, 101], dtype=int32), 26, array([546, 143], dtype=int32), 27, array([314, 164], dtype=int32), 28, array([313, 215], dtype=int32), 29, array([312, 265], dtype=int32), 30, array([311, 318], dtype=int32), 31, array([252, 361], dtype=int32), 32, array([278, 370], dtype=int32), 33, array([306, 377], dtype=int32), 34, array([334, 373], dtype=int32), 35, array([360, 366], dtype=int32), 36, array([137, 174], dtype=int32), 37, array([169, 152], dtype=int32), 38, array([207, 154], dtype=int32), 39, array([239, 181], dtype=int32), 40, array([203, 186], dtype=int32), 41, array([166, 187], dtype=int32), 42, array([383, 188], dtype=int32), 43, array([416, 166], dtype=int32), 44, array([455, 168], dtype=int32), 45, array([483, 194], dtype=int32), 46, array([453, 202], dtype=int32), 47, array([416, 198], dtype=int32), 48, array([185, 471], dtype=int32), 49, array([228, 445], dtype=int32), 50, array([271, 429], dtype=int32), 51, array([301, 441], dtype=int32), 52, array([330, 433], dtype=int32), 53, array([366, 453], dtype=int32), 54, array([401, 483], dtype=int32), 55, array([362, 503], dtype=int32), 56, array([325, 509], dtype=int32), 57, array([294, 508], dtype=int32), 58, array([262, 504], dtype=int32), 59, array([223, 493], dtype=int32), 60, array([203, 472], dtype=int32), 61, array([269, 466], dtype=int32), 62, array([300, 470], dtype=int32), 63, array([329, 470], dtype=int32), 64, array([383, 484], dtype=int32), 65, array([326, 468], dtype=int32), 66, array([298, 469], dtype=int32), 67, array([267, 464], dtype=int32)]
140;004,004_29,[0, array([ 34, 264], dtype=int32), 1, array([ 37, 340], dtype=int32), 2, array([ 45, 412], dtype=int32), 3, array([ 56, 486], dtype=int32), 4, array([ 78, 557], dtype=int32), 5, array([118, 618], dtype=int32), 6, array([176, 665], dtype=int32), 7, array([248, 693], dtype=int32), 8, array([334, 699], dtype=int32), 9, array([420, 693], dtype=int32), 10, array([497, 666], dtype=int32), 11, array([564, 622], dtype=int32), 12, array([612, 561], dtype=int32), 13, array([637, 486], dtype=int32), 14, array([647, 404], dtype=int32), 15, array([650, 321], dtype=int32), 16, array([647, 240], dtype=int32), 17, array([ 73, 165], dtype=int32), 18, array([102, 120], dtype=int32), 19, array([157, 100], dtype=int32), 20, array([215, 106], dtype=int32), 21, array([273, 122], dtype=int32), 22, array([352, 116], dtype=int32), 23, array([410,  94], dtype=int32), 24, array([469,  80], dtype=int32), 25, array([528,  91], dtype=int32), 26, array([570, 132], dtype=int32), 27, array([316, 182], dtype=int32), 28, array([316, 235], dtype=int32), 29, array([316, 287], dtype=int32), 30, array([315, 342], dtype=int32), 31, array([258, 397], dtype=int32), 32, array([290, 406], dtype=int32), 33, array([324, 413], dtype=int32), 34, array([358, 403], dtype=int32), 35, array([391, 393], dtype=int32), 36, array([129, 213], dtype=int32), 37, array([159, 188], dtype=int32), 38, array([200, 185], dtype=int32), 39, array([237, 210], dtype=int32), 40, array([200, 220], dtype=int32), 41, array([160, 224], dtype=int32), 42, array([407, 201], dtype=int32), 43, array([442, 171], dtype=int32), 44, array([483, 168], dtype=int32), 45, array([515, 191], dtype=int32), 46, array([486, 206], dtype=int32), 47, array([446, 207], dtype=int32), 48, array([212, 536], dtype=int32), 49, array([251, 506], dtype=int32), 50, array([291, 490], dtype=int32), 51, array([324, 502], dtype=int32), 52, array([360, 491], dtype=int32), 53, array([405, 508], dtype=int32), 54, array([452, 535], dtype=int32), 55, array([408, 558], dtype=int32), 56, array([363, 567], dtype=int32), 57, array([326, 570], dtype=int32), 58, array([291, 566], dtype=int32), 59, array([252, 556], dtype=int32), 60, array([230, 534], dtype=int32), 61, array([292, 524], dtype=int32), 62, array([325, 529], dtype=int32), 63, array([361, 525], dtype=int32), 64, array([434, 535], dtype=int32), 65, array([361, 530], dtype=int32), 66, array([325, 533], dtype=int32), 67, array([291, 528], dtype=int32)]
141;004,004_68,[0, array([ 17, 135], dtype=int32), 1, array([ 13, 209], dtype=int32), 2, array([ 16, 283], dtype=int32), 3, array([ 24, 354], dtype=int32), 4, array([ 43, 423], dtype=int32), 5, array([ 79, 484], dtype=int32), 6, array([130, 530], dtype=int32), 7, array([193, 558], dtype=int32), 8, array([269, 566], dtype=int32), 9, array([345, 565], dtype=int32), 10, array([410, 541], dtype=int32), 11, array([465, 501], dtype=int32), 12, array([507, 446], dtype=int32), 13, array([533, 382], dtype=int32), 14, array([549, 312], dtype=int32), 15, array([561, 241], dtype=int32), 16, array([567, 170], dtype=int32), 17, array([82, 66], dtype=int32), 18, array([121,  35], dtype=int32), 19, array([172,  30], dtype=int32), 20, array([221,  41], dtype=int32), 21, array([267,  62], dtype=int32), 22, array([345,  66], dtype=int32), 23, array([392,  50], dtype=int32), 24, array([442,  45], dtype=int32), 25, array([490,  56], dtype=int32), 26, array([522,  92], dtype=int32), 27, array([302, 126], dtype=int32), 28, array([300, 180], dtype=int32), 29, array([298, 231], dtype=int32), 30, array([296, 285], dtype=int32), 31, array([236, 315], dtype=int32), 32, array([264, 326], dtype=int32), 33, array([293, 335], dtype=int32), 34, array([322, 329], dtype=int32), 35, array([350, 319], dtype=int32), 36, array([136, 126], dtype=int32), 37, array([167, 109], dtype=int32), 38, array([204, 111], dtype=int32), 39, array([233, 137], dtype=int32), 40, array([200, 142], dtype=int32), 41, array([163, 142], dtype=int32), 42, array([369, 144], dtype=int32), 43, array([403, 121], dtype=int32), 44, array([439, 123], dtype=int32), 45, array([467, 144], dtype=int32), 46, array([440, 156], dtype=int32), 47, array([404, 153], dtype=int32), 48, array([195, 412], dtype=int32), 49, array([230, 396], dtype=int32), 50, array([263, 386], dtype=int32), 51, array([289, 398], dtype=int32), 52, array([317, 390], dtype=int32), 53, array([348, 404], dtype=int32), 54, array([377, 424], dtype=int32), 55, array([345, 450], dtype=int32), 56, array([313, 462], dtype=int32), 57, array([283, 464], dtype=int32), 58, array([255, 459], dtype=int32), 59, array([224, 443], dtype=int32), 60, array([210, 416], dtype=int32), 61, array([261, 417], dtype=int32), 62, array([287, 422], dtype=int32), 63, array([316, 420], dtype=int32), 64, array([361, 425], dtype=int32), 65, array([314, 422], dtype=int32), 66, array([285, 424], dtype=int32), 67, array([259, 419], dtype=int32)]
142;004,004_1,[0, array([  5, 247], dtype=int32), 1, array([  7, 322], dtype=int32), 2, array([ 17, 396], dtype=int32), 3, array([ 28, 470], dtype=int32), 4, array([ 45, 542], dtype=int32), 5, array([ 82, 606], dtype=int32), 6, array([142, 650], dtype=int32), 7, array([217, 673], dtype=int32), 8, array([304, 676], dtype=int32), 9, array([385, 673], dtype=int32), 10, array([452, 649], dtype=int32), 11, array([503, 603], dtype=int32), 12, array([539, 542], dtype=int32), 13, array([561, 474], dtype=int32), 14, array([576, 405], dtype=int32), 15, array([584, 335], dtype=int32), 16, array([583, 264], dtype=int32), 17, array([ 84, 155], dtype=int32), 18, array([119, 118], dtype=int32), 19, array([172, 103], dtype=int32), 20, array([226, 110], dtype=int32), 21, array([279, 129], dtype=int32), 22, array([364, 135], dtype=int32), 23, array([413, 119], dtype=int32), 24, array([463, 113], dtype=int32), 25, array([512, 128], dtype=int32), 26, array([544, 167], dtype=int32), 27, array([318, 198], dtype=int32), 28, array([318, 248], dtype=int32), 29, array([318, 297], dtype=int32), 30, array([318, 348], dtype=int32), 31, array([260, 395], dtype=int32), 32, array([288, 404], dtype=int32), 33, array([317, 414], dtype=int32), 34, array([345, 407], dtype=int32), 35, array([373, 399], dtype=int32), 36, array([137, 210], dtype=int32), 37, array([168, 189], dtype=int32), 38, array([204, 191], dtype=int32), 39, array([236, 218], dtype=int32), 40, array([200, 223], dtype=int32), 41, array([164, 222], dtype=int32), 42, array([392, 222], dtype=int32), 43, array([424, 197], dtype=int32), 44, array([460, 196], dtype=int32), 45, array([488, 217], dtype=int32), 46, array([462, 229], dtype=int32), 47, array([426, 229], dtype=int32), 48, array([197, 504], dtype=int32), 49, array([243, 487], dtype=int32), 50, array([286, 476], dtype=int32), 51, array([317, 487], dtype=int32), 52, array([347, 477], dtype=int32), 53, array([384, 491], dtype=int32), 54, array([423, 510], dtype=int32), 55, array([382, 529], dtype=int32), 56, array([345, 539], dtype=int32), 57, array([311, 542], dtype=int32), 58, array([278, 538], dtype=int32), 59, array([239, 527], dtype=int32), 60, array([215, 506], dtype=int32), 61, array([284, 505], dtype=int32), 62, array([316, 509], dtype=int32), 63, array([347, 506], dtype=int32), 64, array([407, 510], dtype=int32), 65, array([344, 509], dtype=int32), 66, array([313, 512], dtype=int32), 67, array([281, 508], dtype=int32)]
143;004,004_139,[0, array([ 17, 166], dtype=int32), 1, array([ 11, 238], dtype=int32), 2, array([ 10, 308], dtype=int32), 3, array([ 15, 377], dtype=int32), 4, array([ 32, 443], dtype=int32), 5, array([ 66, 501], dtype=int32), 6, array([117, 544], dtype=int32), 7, array([178, 573], dtype=int32), 8, array([249, 585], dtype=int32), 9, array([320, 585], dtype=int32), 10, array([385, 566], dtype=int32), 11, array([443, 534], dtype=int32), 12, array([489, 489], dtype=int32), 13, array([520, 432], dtype=int32), 14, array([540, 368], dtype=int32), 15, array([554, 301], dtype=int32), 16, array([562, 233], dtype=int32), 17, array([81, 95], dtype=int32), 18, array([123,  69], dtype=int32), 19, array([175,  66], dtype=int32), 20, array([224,  81], dtype=int32), 21, array([266, 109], dtype=int32), 22, array([348, 114], dtype=int32), 23, array([394,  98], dtype=int32), 24, array([442,  93], dtype=int32), 25, array([490, 105], dtype=int32), 26, array([518, 140], dtype=int32), 27, array([297, 169], dtype=int32), 28, array([292, 211], dtype=int32), 29, array([288, 253], dtype=int32), 30, array([284, 296], dtype=int32), 31, array([228, 342], dtype=int32), 32, array([253, 350], dtype=int32), 33, array([278, 357], dtype=int32), 34, array([305, 355], dtype=int32), 35, array([332, 351], dtype=int32), 36, array([130, 166], dtype=int32), 37, array([161, 150], dtype=int32), 38, array([197, 153], dtype=int32), 39, array([228, 180], dtype=int32), 40, array([193, 183], dtype=int32), 41, array([157, 180], dtype=int32), 42, array([366, 195], dtype=int32), 43, array([401, 174], dtype=int32), 44, array([437, 177], dtype=int32), 45, array([463, 200], dtype=int32), 46, array([435, 209], dtype=int32), 47, array([400, 204], dtype=int32), 48, array([174, 445], dtype=int32), 49, array([210, 421], dtype=int32), 50, array([250, 410], dtype=int32), 51, array([277, 421], dtype=int32), 52, array([307, 415], dtype=int32), 53, array([344, 432], dtype=int32), 54, array([378, 462], dtype=int32), 55, array([340, 487], dtype=int32), 56, array([302, 497], dtype=int32), 57, array([271, 498], dtype=int32), 58, array([240, 493], dtype=int32), 59, array([204, 476], dtype=int32), 60, array([190, 447], dtype=int32), 61, array([247, 449], dtype=int32), 62, array([275, 452], dtype=int32), 63, array([306, 452], dtype=int32), 64, array([361, 462], dtype=int32), 65, array([304, 456], dtype=int32), 66, array([274, 456], dtype=int32), 67, array([245, 452], dtype=int32)]
144;004,004_227,[0, array([  3, 215], dtype=int32), 1, array([ 11, 293], dtype=int32), 2, array([ 27, 373], dtype=int32), 3, array([ 40, 452], dtype=int32), 4, array([ 62, 528], dtype=int32), 5, array([105, 596], dtype=int32), 6, array([166, 646], dtype=int32), 7, array([248, 673], dtype=int32), 8, array([351, 671], dtype=int32), 9, array([450, 661], dtype=int32), 10, array([524, 627], dtype=int32), 11, array([577, 570], dtype=int32), 12, array([610, 490], dtype=int32), 13, array([621, 401], dtype=int32), 14, array([625, 315], dtype=int32), 15, array([628, 228], dtype=int32), 16, array([624, 146], dtype=int32), 17, array([ 43, 150], dtype=int32), 18, array([ 77, 105], dtype=int32), 19, array([132,  90], dtype=int32), 20, array([189,  95], dtype=int32), 21, array([247, 111], dtype=int32), 22, array([338, 105], dtype=int32), 23, array([396,  82], dtype=int32), 24, array([455,  67], dtype=int32), 25, array([513,  71], dtype=int32), 26, array([556, 107], dtype=int32), 27, array([300, 166], dtype=int32), 28, array([307, 232], dtype=int32), 29, array([314, 296], dtype=int32), 30, array([320, 361], dtype=int32), 31, array([242, 393], dtype=int32), 32, array([284, 403], dtype=int32), 33, array([325, 412], dtype=int32), 34, array([366, 396], dtype=int32), 35, array([402, 379], dtype=int32), 36, array([113, 194], dtype=int32), 37, array([142, 172], dtype=int32), 38, array([181, 168], dtype=int32), 39, array([217, 185], dtype=int32), 40, array([183, 197], dtype=int32), 41, array([144, 202], dtype=int32), 42, array([392, 166], dtype=int32), 43, array([424, 141], dtype=int32), 44, array([463, 138], dtype=int32), 45, array([496, 152], dtype=int32), 46, array([468, 168], dtype=int32), 47, array([430, 171], dtype=int32), 48, array([208, 503], dtype=int32), 49, array([247, 483], dtype=int32), 50, array([290, 471], dtype=int32), 51, array([328, 480], dtype=int32), 52, array([366, 466], dtype=int32), 53, array([410, 472], dtype=int32), 54, array([457, 485], dtype=int32), 55, array([417, 509], dtype=int32), 56, array([376, 522], dtype=int32), 57, array([336, 528], dtype=int32), 58, array([296, 529], dtype=int32), 59, array([250, 524], dtype=int32), 60, array([225, 505], dtype=int32), 61, array([292, 500], dtype=int32), 62, array([331, 501], dtype=int32), 63, array([370, 495], dtype=int32), 64, array([437, 489], dtype=int32), 65, array([371, 487], dtype=int32), 66, array([332, 495], dtype=int32), 67, array([293, 494], dtype=int32)]
145;004,004_167,[0, array([-12, 248], dtype=int32), 1, array([ -6, 326], dtype=int32), 2, array([  1, 401], dtype=int32), 3, array([ 14, 475], dtype=int32), 4, array([ 43, 542], dtype=int32), 5, array([ 90, 597], dtype=int32), 6, array([152, 640], dtype=int32), 7, array([225, 666], dtype=int32), 8, array([310, 673], dtype=int32), 9, array([394, 666], dtype=int32), 10, array([465, 640], dtype=int32), 11, array([521, 594], dtype=int32), 12, array([558, 532], dtype=int32), 13, array([579, 460], dtype=int32), 14, array([587, 385], dtype=int32), 15, array([595, 310], dtype=int32), 16, array([595, 233], dtype=int32), 17, array([ 41, 134], dtype=int32), 18, array([79, 88], dtype=int32), 19, array([138,  69], dtype=int32), 20, array([199,  72], dtype=int32), 21, array([259,  88], dtype=int32), 22, array([344,  82], dtype=int32), 23, array([400,  66], dtype=int32), 24, array([459,  64], dtype=int32), 25, array([513,  83], dtype=int32), 26, array([547, 127], dtype=int32), 27, array([305, 149], dtype=int32), 28, array([309, 188], dtype=int32), 29, array([312, 225], dtype=int32), 30, array([315, 266], dtype=int32), 31, array([253, 329], dtype=int32), 32, array([283, 335], dtype=int32), 33, array([314, 340], dtype=int32), 34, array([342, 334], dtype=int32), 35, array([369, 326], dtype=int32), 36, array([115, 184], dtype=int32), 37, array([146, 160], dtype=int32), 38, array([183, 157], dtype=int32), 39, array([220, 179], dtype=int32), 40, array([184, 186], dtype=int32), 41, array([147, 190], dtype=int32), 42, array([383, 174], dtype=int32), 43, array([415, 153], dtype=int32), 44, array([451, 153], dtype=int32), 45, array([482, 176], dtype=int32), 46, array([452, 184], dtype=int32), 47, array([416, 181], dtype=int32), 48, array([203, 468], dtype=int32), 49, array([242, 432], dtype=int32), 50, array([283, 412], dtype=int32), 51, array([313, 421], dtype=int32), 52, array([341, 411], dtype=int32), 53, array([378, 429], dtype=int32), 54, array([416, 464], dtype=int32), 55, array([379, 485], dtype=int32), 56, array([343, 493], dtype=int32), 57, array([313, 494], dtype=int32), 58, array([282, 493], dtype=int32), 59, array([243, 485], dtype=int32), 60, array([221, 465], dtype=int32), 61, array([282, 452], dtype=int32), 62, array([313, 454], dtype=int32), 63, array([341, 452], dtype=int32), 64, array([398, 463], dtype=int32), 65, array([341, 451], dtype=int32), 66, array([313, 454], dtype=int32), 67, array([283, 451], dtype=int32)]
146;004,004_67,[0, array([-10, 274], dtype=int32), 1, array([ -4, 350], dtype=int32), 2, array([  5, 424], dtype=int32), 3, array([ 18, 498], dtype=int32), 4, array([ 47, 564], dtype=int32), 5, array([ 96, 620], dtype=int32), 6, array([164, 658], dtype=int32), 7, array([248, 674], dtype=int32), 8, array([339, 672], dtype=int32), 9, array([426, 664], dtype=int32), 10, array([498, 636], dtype=int32), 11, array([553, 586], dtype=int32), 12, array([590, 517], dtype=int32), 13, array([606, 437], dtype=int32), 14, array([609, 357], dtype=int32), 15, array([610, 277], dtype=int32), 16, array([604, 197], dtype=int32), 17, array([ 34, 167], dtype=int32), 18, array([ 66, 117], dtype=int32), 19, array([122,  94], dtype=int32), 20, array([183,  92], dtype=int32), 21, array([243, 103], dtype=int32), 22, array([315,  89], dtype=int32), 23, array([373,  67], dtype=int32), 24, array([431,  55], dtype=int32), 25, array([490,  69], dtype=int32), 26, array([528, 112], dtype=int32), 27, array([284, 153], dtype=int32), 28, array([288, 206], dtype=int32), 29, array([291, 256], dtype=int32), 30, array([294, 309], dtype=int32), 31, array([244, 360], dtype=int32), 32, array([272, 369], dtype=int32), 33, array([301, 373], dtype=int32), 34, array([331, 364], dtype=int32), 35, array([359, 352], dtype=int32), 36, array([108, 201], dtype=int32), 37, array([135, 174], dtype=int32), 38, array([172, 168], dtype=int32), 39, array([210, 186], dtype=int32), 40, array([176, 198], dtype=int32), 41, array([140, 206], dtype=int32), 42, array([365, 168], dtype=int32), 43, array([397, 141], dtype=int32), 44, array([435, 140], dtype=int32), 45, array([468, 159], dtype=int32), 46, array([440, 172], dtype=int32), 47, array([402, 173], dtype=int32), 48, array([213, 487], dtype=int32), 49, array([246, 460], dtype=int32), 50, array([279, 441], dtype=int32), 51, array([311, 451], dtype=int32), 52, array([343, 439], dtype=int32), 53, array([381, 452], dtype=int32), 54, array([424, 474], dtype=int32), 55, array([386, 496], dtype=int32), 56, array([351, 504], dtype=int32), 57, array([318, 506], dtype=int32), 58, array([284, 506], dtype=int32), 59, array([250, 503], dtype=int32), 60, array([229, 484], dtype=int32), 61, array([281, 471], dtype=int32), 62, array([314, 473], dtype=int32), 63, array([346, 468], dtype=int32), 64, array([405, 474], dtype=int32), 65, array([346, 469], dtype=int32), 66, array([314, 473], dtype=int32), 67, array([281, 471], dtype=int32)]
147;004,004_134,[0, array([-10, 237], dtype=int32), 1, array([ -5, 317], dtype=int32), 2, array([  3, 395], dtype=int32), 3, array([ 14, 472], dtype=int32), 4, array([ 41, 545], dtype=int32), 5, array([ 90, 605], dtype=int32), 6, array([161, 647], dtype=int32), 7, array([246, 669], dtype=int32), 8, array([339, 671], dtype=int32), 9, array([430, 660], dtype=int32), 10, array([502, 628], dtype=int32), 11, array([556, 579], dtype=int32), 12, array([590, 512], dtype=int32), 13, array([608, 437], dtype=int32), 14, array([615, 359], dtype=int32), 15, array([618, 279], dtype=int32), 16, array([616, 200], dtype=int32), 17, array([ 43, 124], dtype=int32), 18, array([77, 74], dtype=int32), 19, array([135,  51], dtype=int32), 20, array([197,  49], dtype=int32), 21, array([256,  66], dtype=int32), 22, array([348,  61], dtype=int32), 23, array([404,  44], dtype=int32), 24, array([464,  41], dtype=int32), 25, array([520,  60], dtype=int32), 26, array([554, 107], dtype=int32), 27, array([312, 138], dtype=int32), 28, array([317, 190], dtype=int32), 29, array([322, 240], dtype=int32), 30, array([327, 293], dtype=int32), 31, array([256, 346], dtype=int32), 32, array([292, 354], dtype=int32), 33, array([328, 359], dtype=int32), 34, array([361, 352], dtype=int32), 35, array([391, 342], dtype=int32), 36, array([114, 167], dtype=int32), 37, array([144, 141], dtype=int32), 38, array([182, 139], dtype=int32), 39, array([221, 163], dtype=int32), 40, array([184, 170], dtype=int32), 41, array([145, 175], dtype=int32), 42, array([391, 157], dtype=int32), 43, array([425, 130], dtype=int32), 44, array([463, 130], dtype=int32), 45, array([496, 154], dtype=int32), 46, array([466, 164], dtype=int32), 47, array([427, 163], dtype=int32), 48, array([213, 477], dtype=int32), 49, array([256, 449], dtype=int32), 50, array([295, 432], dtype=int32), 51, array([328, 439], dtype=int32), 52, array([360, 430], dtype=int32), 53, array([399, 443], dtype=int32), 54, array([446, 470], dtype=int32), 55, array([403, 485], dtype=int32), 56, array([366, 492], dtype=int32), 57, array([333, 496], dtype=int32), 58, array([299, 495], dtype=int32), 59, array([258, 490], dtype=int32), 60, array([232, 475], dtype=int32), 61, array([297, 460], dtype=int32), 62, array([330, 462], dtype=int32), 63, array([362, 458], dtype=int32), 64, array([427, 468], dtype=int32), 65, array([363, 454], dtype=int32), 66, array([331, 457], dtype=int32), 67, array([298, 456], dtype=int32)]
148;004,004_70,[0, array([ -6, 204], dtype=int32), 1, array([ -1, 276], dtype=int32), 2, array([  6, 342], dtype=int32), 3, array([ 15, 408], dtype=int32), 4, array([ 34, 471], dtype=int32), 5, array([ 72, 522], dtype=int32), 6, array([133, 548], dtype=int32), 7, array([201, 562], dtype=int32), 8, array([277, 563], dtype=int32), 9, array([355, 566], dtype=int32), 10, array([427, 557], dtype=int32), 11, array([493, 536], dtype=int32), 12, array([534, 489], dtype=int32), 13, array([549, 425], dtype=int32), 14, array([553, 358], dtype=int32), 15, array([561, 292], dtype=int32), 16, array([566, 221], dtype=int32), 17, array([ 40, 128], dtype=int32), 18, array([85, 86], dtype=int32), 19, array([148,  77], dtype=int32), 20, array([209,  83], dtype=int32), 21, array([273,  97], dtype=int32), 22, array([345,  96], dtype=int32), 23, array([405,  80], dtype=int32), 24, array([464,  72], dtype=int32), 25, array([522,  83], dtype=int32), 26, array([560, 128], dtype=int32), 27, array([305, 141], dtype=int32), 28, array([303, 183], dtype=int32), 29, array([301, 222], dtype=int32), 30, array([298, 265], dtype=int32), 31, array([234, 307], dtype=int32), 32, array([264, 312], dtype=int32), 33, array([296, 320], dtype=int32), 34, array([327, 316], dtype=int32), 35, array([359, 313], dtype=int32), 36, array([103, 174], dtype=int32), 37, array([140, 153], dtype=int32), 38, array([180, 148], dtype=int32), 39, array([222, 171], dtype=int32), 40, array([179, 177], dtype=int32), 41, array([139, 181], dtype=int32), 42, array([384, 172], dtype=int32), 43, array([427, 150], dtype=int32), 44, array([470, 153], dtype=int32), 45, array([504, 174], dtype=int32), 46, array([469, 184], dtype=int32), 47, array([426, 179], dtype=int32), 48, array([170, 413], dtype=int32), 49, array([212, 381], dtype=int32), 50, array([258, 366], dtype=int32), 51, array([294, 380], dtype=int32), 52, array([327, 370], dtype=int32), 53, array([372, 389], dtype=int32), 54, array([415, 424], dtype=int32), 55, array([370, 452], dtype=int32), 56, array([324, 462], dtype=int32), 57, array([288, 462], dtype=int32), 58, array([250, 457], dtype=int32), 59, array([208, 441], dtype=int32), 60, array([188, 412], dtype=int32), 61, array([256, 407], dtype=int32), 62, array([293, 412], dtype=int32), 63, array([327, 411], dtype=int32), 64, array([396, 424], dtype=int32), 65, array([324, 413], dtype=int32), 66, array([290, 413], dtype=int32), 67, array([253, 408], dtype=int32)]
149;004,004_263,[0, array([ -6, 243], dtype=int32), 1, array([  7, 309], dtype=int32), 2, array([ 30, 371], dtype=int32), 3, array([ 54, 431], dtype=int32), 4, array([ 84, 483], dtype=int32), 5, array([127, 526], dtype=int32), 6, array([191, 550], dtype=int32), 7, array([266, 558], dtype=int32), 8, array([344, 552], dtype=int32), 9, array([418, 537], dtype=int32), 10, array([478, 517], dtype=int32), 11, array([530, 484], dtype=int32), 12, array([556, 429], dtype=int32), 13, array([558, 359], dtype=int32), 14, array([557, 287], dtype=int32), 15, array([554, 218], dtype=int32), 16, array([544, 149], dtype=int32), 17, array([ 30, 155], dtype=int32), 18, array([ 63, 116], dtype=int32), 19, array([114, 100], dtype=int32), 20, array([167, 103], dtype=int32), 21, array([219, 117], dtype=int32), 22, array([283, 100], dtype=int32), 23, array([332,  66], dtype=int32), 24, array([384,  43], dtype=int32), 25, array([444,  40], dtype=int32), 26, array([494,  66], dtype=int32), 27, array([256, 149], dtype=int32), 28, array([263, 187], dtype=int32), 29, array([269, 225], dtype=int32), 30, array([276, 263], dtype=int32), 31, array([227, 317], dtype=int32), 32, array([257, 321], dtype=int32), 33, array([288, 323], dtype=int32), 34, array([317, 309], dtype=int32), 35, array([346, 297], dtype=int32), 36, array([ 89, 194], dtype=int32), 37, array([116, 165], dtype=int32), 38, array([156, 160], dtype=int32), 39, array([193, 184], dtype=int32), 40, array([159, 197], dtype=int32), 41, array([119, 203], dtype=int32), 42, array([341, 155], dtype=int32), 43, array([372, 119], dtype=int32), 44, array([411, 112], dtype=int32), 45, array([445, 130], dtype=int32), 46, array([420, 149], dtype=int32), 47, array([381, 156], dtype=int32), 48, array([187, 427], dtype=int32), 49, array([224, 390], dtype=int32), 50, array([266, 368], dtype=int32), 51, array([299, 371], dtype=int32), 52, array([334, 359], dtype=int32), 53, array([385, 366], dtype=int32), 54, array([437, 383], dtype=int32), 55, array([400, 433], dtype=int32), 56, array([354, 458], dtype=int32), 57, array([316, 467], dtype=int32), 58, array([280, 468], dtype=int32), 59, array([234, 458], dtype=int32), 60, array([203, 424], dtype=int32), 61, array([270, 399], dtype=int32), 62, array([304, 396], dtype=int32), 63, array([339, 388], dtype=int32), 64, array([422, 387], dtype=int32), 65, array([345, 418], dtype=int32), 66, array([309, 425], dtype=int32), 67, array([275, 428], dtype=int32)]
