;0
23;003,003_22,[0, array([ 19, 184], dtype=int32), 1, array([ 17, 259], dtype=int32), 2, array([ 20, 328], dtype=int32), 3, array([ 31, 395], dtype=int32), 4, array([ 54, 458], dtype=int32), 5, array([ 91, 513], dtype=int32), 6, array([142, 550], dtype=int32), 7, array([202, 572], dtype=int32), 8, array([270, 577], dtype=int32), 9, array([336, 574], dtype=int32), 10, array([394, 557], dtype=int32), 11, array([445, 526], dtype=int32), 12, array([483, 479], dtype=int32), 13, array([512, 422], dtype=int32), 14, array([526, 363], dtype=int32), 15, array([538, 302], dtype=int32), 16, array([547, 236], dtype=int32), 17, array([ 64, 110], dtype=int32), 18, array([102,  71], dtype=int32), 19, array([160,  63], dtype=int32), 20, array([216,  75], dtype=int32), 21, array([269,  99], dtype=int32), 22, array([343, 110], dtype=int32), 23, array([394,  96], dtype=int32), 24, array([448,  93], dtype=int32), 25, array([498, 108], dtype=int32), 26, array([524, 150], dtype=int32), 27, array([301, 158], dtype=int32), 28, array([298, 201], dtype=int32), 29, array([296, 244], dtype=int32), 30, array([294, 289], dtype=int32), 31, array([221, 324], dtype=int32), 32, array([253, 332], dtype=int32), 33, array([286, 341], dtype=int32), 34, array([320, 336], dtype=int32), 35, array([353, 329], dtype=int32), 36, array([111, 162], dtype=int32), 37, array([144, 149], dtype=int32), 38, array([177, 152], dtype=int32), 39, array([210, 171], dtype=int32), 40, array([175, 172], dtype=int32), 41, array([141, 171], dtype=int32), 42, array([373, 183], dtype=int32), 43, array([408, 168], dtype=int32), 44, array([441, 176], dtype=int32), 45, array([467, 192], dtype=int32), 46, array([437, 194], dtype=int32), 47, array([404, 189], dtype=int32), 48, array([167, 417], dtype=int32), 49, array([211, 394], dtype=int32), 50, array([255, 384], dtype=int32), 51, array([284, 393], dtype=int32), 52, array([313, 387], dtype=int32), 53, array([354, 400], dtype=int32), 54, array([391, 424], dtype=int32), 55, array([353, 463], dtype=int32), 56, array([313, 478], dtype=int32), 57, array([281, 480], dtype=int32), 58, array([250, 477], dtype=int32), 59, array([207, 459], dtype=int32), 60, array([185, 417], dtype=int32), 61, array([253, 406], dtype=int32), 62, array([281, 409], dtype=int32), 63, array([311, 407], dtype=int32), 64, array([375, 423], dtype=int32), 65, array([314, 442], dtype=int32), 66, array([283, 445], dtype=int32), 67, array([254, 441], dtype=int32)]
24;003,003_41,[0, array([ 43, 157], dtype=int32), 1, array([ 43, 223], dtype=int32), 2, array([ 48, 290], dtype=int32), 3, array([ 56, 354], dtype=int32), 4, array([ 74, 412], dtype=int32), 5, array([109, 465], dtype=int32), 6, array([158, 506], dtype=int32), 7, array([214, 536], dtype=int32), 8, array([281, 549], dtype=int32), 9, array([347, 541], dtype=int32), 10, array([402, 517], dtype=int32), 11, array([449, 481], dtype=int32), 12, array([485, 432], dtype=int32), 13, array([507, 376], dtype=int32), 14, array([519, 314], dtype=int32), 15, array([528, 252], dtype=int32), 16, array([534, 190], dtype=int32), 17, array([88, 97], dtype=int32), 18, array([123,  64], dtype=int32), 19, array([172,  56], dtype=int32), 20, array([223,  64], dtype=int32), 21, array([268,  87], dtype=int32), 22, array([343,  87], dtype=int32), 23, array([389,  70], dtype=int32), 24, array([439,  67], dtype=int32), 25, array([486,  82], dtype=int32), 26, array([513, 122], dtype=int32), 27, array([304, 137], dtype=int32), 28, array([303, 177], dtype=int32), 29, array([302, 215], dtype=int32), 30, array([301, 256], dtype=int32), 31, array([235, 281], dtype=int32), 32, array([264, 293], dtype=int32), 33, array([296, 304], dtype=int32), 34, array([327, 298], dtype=int32), 35, array([356, 291], dtype=int32), 36, array([129, 141], dtype=int32), 37, array([159, 124], dtype=int32), 38, array([194, 127], dtype=int32), 39, array([226, 152], dtype=int32), 40, array([192, 155], dtype=int32), 41, array([156, 153], dtype=int32), 42, array([369, 160], dtype=int32), 43, array([402, 138], dtype=int32), 44, array([437, 139], dtype=int32), 45, array([465, 158], dtype=int32), 46, array([438, 169], dtype=int32), 47, array([402, 167], dtype=int32), 48, array([190, 390], dtype=int32), 49, array([227, 363], dtype=int32), 50, array([266, 352], dtype=int32), 51, array([290, 359], dtype=int32), 52, array([315, 355], dtype=int32), 53, array([348, 371], dtype=int32), 54, array([379, 401], dtype=int32), 55, array([343, 425], dtype=int32), 56, array([311, 430], dtype=int32), 57, array([284, 430], dtype=int32), 58, array([259, 428], dtype=int32), 59, array([223, 420], dtype=int32), 60, array([207, 390], dtype=int32), 61, array([264, 377], dtype=int32), 62, array([288, 380], dtype=int32), 63, array([314, 380], dtype=int32), 64, array([362, 398], dtype=int32), 65, array([312, 395], dtype=int32), 66, array([286, 396], dtype=int32), 67, array([262, 394], dtype=int32)]
25;003,003_16,[0, array([ 26, 192], dtype=int32), 1, array([ 26, 260], dtype=int32), 2, array([ 33, 328], dtype=int32), 3, array([ 43, 395], dtype=int32), 4, array([ 61, 456], dtype=int32), 5, array([ 97, 506], dtype=int32), 6, array([150, 540], dtype=int32), 7, array([215, 556], dtype=int32), 8, array([284, 561], dtype=int32), 9, array([355, 557], dtype=int32), 10, array([417, 538], dtype=int32), 11, array([469, 505], dtype=int32), 12, array([505, 455], dtype=int32), 13, array([525, 397], dtype=int32), 14, array([537, 334], dtype=int32), 15, array([548, 272], dtype=int32), 16, array([555, 206], dtype=int32), 17, array([75, 97], dtype=int32), 18, array([105,  56], dtype=int32), 19, array([151,  36], dtype=int32), 20, array([202,  38], dtype=int32), 21, array([247,  59], dtype=int32), 22, array([350,  54], dtype=int32), 23, array([394,  39], dtype=int32), 24, array([442,  39], dtype=int32), 25, array([485,  59], dtype=int32), 26, array([511,  98], dtype=int32), 27, array([301, 123], dtype=int32), 28, array([301, 157], dtype=int32), 29, array([300, 189], dtype=int32), 30, array([299, 223], dtype=int32), 31, array([237, 273], dtype=int32), 32, array([266, 281], dtype=int32), 33, array([295, 287], dtype=int32), 34, array([325, 283], dtype=int32), 35, array([353, 277], dtype=int32), 36, array([132, 153], dtype=int32), 37, array([162, 139], dtype=int32), 38, array([194, 137], dtype=int32), 39, array([226, 151], dtype=int32), 40, array([194, 157], dtype=int32), 41, array([161, 159], dtype=int32), 42, array([365, 152], dtype=int32), 43, array([399, 136], dtype=int32), 44, array([430, 140], dtype=int32), 45, array([457, 155], dtype=int32), 46, array([431, 161], dtype=int32), 47, array([398, 158], dtype=int32), 48, array([180, 384], dtype=int32), 49, array([223, 356], dtype=int32), 50, array([262, 341], dtype=int32), 51, array([289, 350], dtype=int32), 52, array([319, 344], dtype=int32), 53, array([354, 359], dtype=int32), 54, array([391, 390], dtype=int32), 55, array([353, 408], dtype=int32), 56, array([316, 415], dtype=int32), 57, array([285, 417], dtype=int32), 58, array([256, 414], dtype=int32), 59, array([218, 405], dtype=int32), 60, array([198, 382], dtype=int32), 61, array([261, 376], dtype=int32), 62, array([288, 380], dtype=int32), 63, array([318, 378], dtype=int32), 64, array([374, 387], dtype=int32), 65, array([317, 378], dtype=int32), 66, array([286, 380], dtype=int32), 67, array([259, 377], dtype=int32)]
26;003,003_2,[0, array([ -6, 285], dtype=int32), 1, array([  0, 359], dtype=int32), 2, array([ 13, 437], dtype=int32), 3, array([ 37, 511], dtype=int32), 4, array([ 77, 575], dtype=int32), 5, array([127, 628], dtype=int32), 6, array([197, 663], dtype=int32), 7, array([278, 678], dtype=int32), 8, array([364, 675], dtype=int32), 9, array([444, 664], dtype=int32), 10, array([507, 631], dtype=int32), 11, array([555, 581], dtype=int32), 12, array([588, 515], dtype=int32), 13, array([610, 443], dtype=int32), 14, array([620, 366], dtype=int32), 15, array([621, 284], dtype=int32), 16, array([613, 207], dtype=int32), 17, array([ 38, 187], dtype=int32), 18, array([ 67, 141], dtype=int32), 19, array([121, 116], dtype=int32), 20, array([181, 112], dtype=int32), 21, array([238, 127], dtype=int32), 22, array([345, 108], dtype=int32), 23, array([398,  80], dtype=int32), 24, array([454,  70], dtype=int32), 25, array([509,  80], dtype=int32), 26, array([547, 116], dtype=int32), 27, array([304, 202], dtype=int32), 28, array([311, 256], dtype=int32), 29, array([318, 307], dtype=int32), 30, array([325, 359], dtype=int32), 31, array([262, 417], dtype=int32), 32, array([298, 422], dtype=int32), 33, array([332, 425], dtype=int32), 34, array([365, 415], dtype=int32), 35, array([396, 405], dtype=int32), 36, array([103, 245], dtype=int32), 37, array([135, 216], dtype=int32), 38, array([178, 213], dtype=int32), 39, array([219, 236], dtype=int32), 40, array([182, 248], dtype=int32), 41, array([139, 253], dtype=int32), 42, array([389, 214], dtype=int32), 43, array([425, 180], dtype=int32), 44, array([468, 173], dtype=int32), 45, array([502, 193], dtype=int32), 46, array([476, 212], dtype=int32), 47, array([433, 218], dtype=int32), 48, array([227, 545], dtype=int32), 49, array([266, 512], dtype=int32), 50, array([307, 491], dtype=int32), 51, array([338, 495], dtype=int32), 52, array([372, 485], dtype=int32), 53, array([412, 498], dtype=int32), 54, array([454, 524], dtype=int32), 55, array([423, 559], dtype=int32), 56, array([386, 575], dtype=int32), 57, array([349, 581], dtype=int32), 58, array([315, 582], dtype=int32), 59, array([271, 573], dtype=int32), 60, array([245, 543], dtype=int32), 61, array([310, 525], dtype=int32), 62, array([341, 523], dtype=int32), 63, array([376, 520], dtype=int32), 64, array([436, 527], dtype=int32), 65, array([378, 535], dtype=int32), 66, array([344, 540], dtype=int32), 67, array([312, 539], dtype=int32)]
27;003,003_25,[0, array([ 32, 303], dtype=int32), 1, array([ 46, 379], dtype=int32), 2, array([ 66, 452], dtype=int32), 3, array([ 95, 520], dtype=int32), 4, array([133, 586], dtype=int32), 5, array([180, 643], dtype=int32), 6, array([242, 684], dtype=int32), 7, array([319, 708], dtype=int32), 8, array([405, 702], dtype=int32), 9, array([486, 682], dtype=int32), 10, array([550, 641], dtype=int32), 11, array([593, 577], dtype=int32), 12, array([620, 503], dtype=int32), 13, array([633, 427], dtype=int32), 14, array([635, 348], dtype=int32), 15, array([630, 270], dtype=int32), 16, array([615, 196], dtype=int32), 17, array([ 55, 253], dtype=int32), 18, array([ 81, 203], dtype=int32), 19, array([134, 176], dtype=int32), 20, array([196, 163], dtype=int32), 21, array([265, 162], dtype=int32), 22, array([335, 139], dtype=int32), 23, array([395, 117], dtype=int32), 24, array([455, 103], dtype=int32), 25, array([519, 106], dtype=int32), 26, array([565, 139], dtype=int32), 27, array([308, 212], dtype=int32), 28, array([316, 275], dtype=int32), 29, array([323, 335], dtype=int32), 30, array([331, 399], dtype=int32), 31, array([259, 446], dtype=int32), 32, array([302, 452], dtype=int32), 33, array([348, 455], dtype=int32), 34, array([390, 436], dtype=int32), 35, array([431, 416], dtype=int32), 36, array([116, 280], dtype=int32), 37, array([146, 252], dtype=int32), 38, array([188, 239], dtype=int32), 39, array([228, 253], dtype=int32), 40, array([196, 268], dtype=int32), 41, array([155, 281], dtype=int32), 42, array([408, 216], dtype=int32), 43, array([441, 187], dtype=int32), 44, array([482, 180], dtype=int32), 45, array([519, 192], dtype=int32), 46, array([490, 207], dtype=int32), 47, array([450, 213], dtype=int32), 48, array([243, 580], dtype=int32), 49, array([276, 553], dtype=int32), 50, array([321, 530], dtype=int32), 51, array([361, 533], dtype=int32), 52, array([398, 513], dtype=int32), 53, array([451, 515], dtype=int32), 54, array([494, 526], dtype=int32), 55, array([466, 575], dtype=int32), 56, array([422, 609], dtype=int32), 57, array([380, 621], dtype=int32), 58, array([340, 627], dtype=int32), 59, array([290, 615], dtype=int32), 60, array([265, 578], dtype=int32), 61, array([326, 569], dtype=int32), 62, array([366, 564], dtype=int32), 63, array([405, 552], dtype=int32), 64, array([472, 534], dtype=int32), 65, array([411, 559], dtype=int32), 66, array([371, 572], dtype=int32), 67, array([332, 577], dtype=int32)]
28;003,003_39,[0, array([-13, 178], dtype=int32), 1, array([  5, 252], dtype=int32), 2, array([ 28, 319], dtype=int32), 3, array([ 58, 381], dtype=int32), 4, array([ 97, 433], dtype=int32), 5, array([148, 474], dtype=int32), 6, array([200, 506], dtype=int32), 7, array([259, 527], dtype=int32), 8, array([326, 524], dtype=int32), 9, array([390, 507], dtype=int32), 10, array([439, 471], dtype=int32), 11, array([481, 422], dtype=int32), 12, array([514, 367], dtype=int32), 13, array([531, 305], dtype=int32), 14, array([539, 238], dtype=int32), 15, array([540, 170], dtype=int32), 16, array([535,  96], dtype=int32), 17, array([ 18, 138], dtype=int32), 18, array([49, 95], dtype=int32), 19, array([101,  79], dtype=int32), 20, array([158,  79], dtype=int32), 21, array([214,  94], dtype=int32), 22, array([296,  85], dtype=int32), 23, array([343,  58], dtype=int32), 24, array([396,  43], dtype=int32), 25, array([450,  47], dtype=int32), 26, array([490,  79], dtype=int32), 27, array([261, 156], dtype=int32), 28, array([269, 208], dtype=int32), 29, array([276, 259], dtype=int32), 30, array([284, 310], dtype=int32), 31, array([220, 339], dtype=int32), 32, array([254, 345], dtype=int32), 33, array([290, 352], dtype=int32), 34, array([324, 336], dtype=int32), 35, array([355, 321], dtype=int32), 36, array([ 75, 179], dtype=int32), 37, array([109, 159], dtype=int32), 38, array([149, 156], dtype=int32), 39, array([190, 178], dtype=int32), 40, array([150, 188], dtype=int32), 41, array([109, 191], dtype=int32), 42, array([334, 160], dtype=int32), 43, array([370, 131], dtype=int32), 44, array([411, 124], dtype=int32), 45, array([448, 135], dtype=int32), 46, array([418, 156], dtype=int32), 47, array([376, 162], dtype=int32), 48, array([193, 399], dtype=int32), 49, array([235, 390], dtype=int32), 50, array([269, 383], dtype=int32), 51, array([298, 387], dtype=int32), 52, array([323, 376], dtype=int32), 53, array([357, 373], dtype=int32), 54, array([398, 376], dtype=int32), 55, array([364, 406], dtype=int32), 56, array([333, 427], dtype=int32), 57, array([306, 435], dtype=int32), 58, array([276, 434], dtype=int32), 59, array([240, 423], dtype=int32), 60, array([211, 400], dtype=int32), 61, array([271, 404], dtype=int32), 62, array([300, 405], dtype=int32), 63, array([326, 398], dtype=int32), 64, array([381, 380], dtype=int32), 65, array([328, 392], dtype=int32), 66, array([301, 400], dtype=int32), 67, array([272, 399], dtype=int32)]
29;003,003_29,[0, array([ 79, 204], dtype=int32), 1, array([ 76, 284], dtype=int32), 2, array([ 80, 363], dtype=int32), 3, array([ 89, 445], dtype=int32), 4, array([113, 524], dtype=int32), 5, array([154, 593], dtype=int32), 6, array([213, 646], dtype=int32), 7, array([280, 684], dtype=int32), 8, array([362, 696], dtype=int32), 9, array([447, 685], dtype=int32), 10, array([515, 649], dtype=int32), 11, array([573, 600], dtype=int32), 12, array([616, 536], dtype=int32), 13, array([639, 461], dtype=int32), 14, array([651, 380], dtype=int32), 15, array([658, 303], dtype=int32), 16, array([660, 225], dtype=int32), 17, array([110, 153], dtype=int32), 18, array([147, 109], dtype=int32), 19, array([209,  94], dtype=int32), 20, array([273,  97], dtype=int32), 21, array([331, 117], dtype=int32), 22, array([395, 122], dtype=int32), 23, array([462, 114], dtype=int32), 24, array([528, 117], dtype=int32), 25, array([590, 139], dtype=int32), 26, array([624, 189], dtype=int32), 27, array([362, 177], dtype=int32), 28, array([360, 226], dtype=int32), 29, array([359, 273], dtype=int32), 30, array([357, 325], dtype=int32), 31, array([280, 373], dtype=int32), 32, array([316, 384], dtype=int32), 33, array([356, 393], dtype=int32), 34, array([395, 386], dtype=int32), 35, array([431, 377], dtype=int32), 36, array([172, 184], dtype=int32), 37, array([207, 167], dtype=int32), 38, array([246, 167], dtype=int32), 39, array([282, 192], dtype=int32), 40, array([243, 197], dtype=int32), 41, array([204, 196], dtype=int32), 42, array([444, 202], dtype=int32), 43, array([483, 182], dtype=int32), 44, array([521, 187], dtype=int32), 45, array([555, 208], dtype=int32), 46, array([520, 215], dtype=int32), 47, array([481, 211], dtype=int32), 48, array([237, 508], dtype=int32), 49, array([279, 479], dtype=int32), 50, array([325, 463], dtype=int32), 51, array([357, 472], dtype=int32), 52, array([389, 465], dtype=int32), 53, array([436, 485], dtype=int32), 54, array([481, 510], dtype=int32), 55, array([436, 541], dtype=int32), 56, array([390, 551], dtype=int32), 57, array([357, 553], dtype=int32), 58, array([323, 551], dtype=int32), 59, array([278, 540], dtype=int32), 60, array([255, 508], dtype=int32), 61, array([324, 500], dtype=int32), 62, array([357, 504], dtype=int32), 63, array([389, 501], dtype=int32), 64, array([462, 508], dtype=int32), 65, array([389, 509], dtype=int32), 66, array([357, 511], dtype=int32), 67, array([325, 508], dtype=int32)]
30;003,003_13,[0, array([ 47, 257], dtype=int32), 1, array([ 53, 334], dtype=int32), 2, array([ 62, 410], dtype=int32), 3, array([ 75, 483], dtype=int32), 4, array([101, 550], dtype=int32), 5, array([146, 606], dtype=int32), 6, array([206, 648], dtype=int32), 7, array([282, 670], dtype=int32), 8, array([368, 670], dtype=int32), 9, array([448, 661], dtype=int32), 10, array([509, 627], dtype=int32), 11, array([555, 578], dtype=int32), 12, array([585, 517], dtype=int32), 13, array([597, 447], dtype=int32), 14, array([600, 375], dtype=int32), 15, array([601, 303], dtype=int32), 16, array([596, 231], dtype=int32), 17, array([109, 170], dtype=int32), 18, array([144, 131], dtype=int32), 19, array([193, 111], dtype=int32), 20, array([246, 110], dtype=int32), 21, array([297, 125], dtype=int32), 22, array([380, 118], dtype=int32), 23, array([425,  99], dtype=int32), 24, array([474,  92], dtype=int32), 25, array([521, 106], dtype=int32), 26, array([552, 141], dtype=int32), 27, array([342, 182], dtype=int32), 28, array([347, 223], dtype=int32), 29, array([352, 264], dtype=int32), 30, array([357, 307], dtype=int32), 31, array([291, 361], dtype=int32), 32, array([324, 367], dtype=int32), 33, array([358, 374], dtype=int32), 34, array([389, 364], dtype=int32), 35, array([418, 352], dtype=int32), 36, array([162, 215], dtype=int32), 37, array([193, 194], dtype=int32), 38, array([231, 191], dtype=int32), 39, array([268, 212], dtype=int32), 40, array([231, 220], dtype=int32), 41, array([194, 224], dtype=int32), 42, array([407, 204], dtype=int32), 43, array([442, 179], dtype=int32), 44, array([480, 177], dtype=int32), 45, array([512, 196], dtype=int32), 46, array([484, 208], dtype=int32), 47, array([446, 208], dtype=int32), 48, array([234, 488], dtype=int32), 49, array([279, 456], dtype=int32), 50, array([324, 438], dtype=int32), 51, array([359, 444], dtype=int32), 52, array([394, 432], dtype=int32), 53, array([436, 443], dtype=int32), 54, array([476, 470], dtype=int32), 55, array([441, 499], dtype=int32), 56, array([401, 511], dtype=int32), 57, array([365, 517], dtype=int32), 58, array([328, 517], dtype=int32), 59, array([281, 510], dtype=int32), 60, array([254, 489], dtype=int32), 61, array([325, 474], dtype=int32), 62, array([360, 472], dtype=int32), 63, array([396, 468], dtype=int32), 64, array([456, 473], dtype=int32), 65, array([397, 469], dtype=int32), 66, array([362, 474], dtype=int32), 67, array([327, 474], dtype=int32)]
31;003,003_12,[0, array([ 17, 175], dtype=int32), 1, array([ 13, 245], dtype=int32), 2, array([ 13, 314], dtype=int32), 3, array([ 20, 382], dtype=int32), 4, array([ 40, 444], dtype=int32), 5, array([ 83, 496], dtype=int32), 6, array([142, 531], dtype=int32), 7, array([207, 553], dtype=int32), 8, array([277, 560], dtype=int32), 9, array([348, 559], dtype=int32), 10, array([409, 546], dtype=int32), 11, array([463, 520], dtype=int32), 12, array([500, 479], dtype=int32), 13, array([521, 424], dtype=int32), 14, array([531, 364], dtype=int32), 15, array([541, 304], dtype=int32), 16, array([548, 242], dtype=int32), 17, array([98, 89], dtype=int32), 18, array([145,  56], dtype=int32), 19, array([203,  48], dtype=int32), 20, array([261,  64], dtype=int32), 21, array([311,  92], dtype=int32), 22, array([356, 107], dtype=int32), 23, array([404,  91], dtype=int32), 24, array([456,  92], dtype=int32), 25, array([504, 113], dtype=int32), 26, array([529, 157], dtype=int32), 27, array([327, 150], dtype=int32), 28, array([326, 185], dtype=int32), 29, array([326, 220], dtype=int32), 30, array([326, 256], dtype=int32), 31, array([260, 300], dtype=int32), 32, array([287, 309], dtype=int32), 33, array([314, 319], dtype=int32), 34, array([339, 317], dtype=int32), 35, array([365, 313], dtype=int32), 36, array([150, 145], dtype=int32), 37, array([184, 132], dtype=int32), 38, array([218, 136], dtype=int32), 39, array([249, 163], dtype=int32), 40, array([213, 161], dtype=int32), 41, array([178, 156], dtype=int32), 42, array([384, 185], dtype=int32), 43, array([419, 168], dtype=int32), 44, array([452, 174], dtype=int32), 45, array([478, 197], dtype=int32), 46, array([449, 199], dtype=int32), 47, array([416, 193], dtype=int32), 48, array([177, 389], dtype=int32), 49, array([229, 367], dtype=int32), 50, array([280, 357], dtype=int32), 51, array([310, 369], dtype=int32), 52, array([340, 363], dtype=int32), 53, array([377, 382], dtype=int32), 54, array([410, 418], dtype=int32), 55, array([370, 443], dtype=int32), 56, array([331, 452], dtype=int32), 57, array([300, 451], dtype=int32), 58, array([267, 444], dtype=int32), 59, array([222, 423], dtype=int32), 60, array([197, 393], dtype=int32), 61, array([276, 391], dtype=int32), 62, array([307, 397], dtype=int32), 63, array([337, 398], dtype=int32), 64, array([392, 416], dtype=int32), 65, array([334, 414], dtype=int32), 66, array([304, 412], dtype=int32), 67, array([273, 405], dtype=int32)]
32;003,003_43,[0, array([  3, 207], dtype=int32), 1, array([ 16, 274], dtype=int32), 2, array([ 41, 341], dtype=int32), 3, array([ 65, 404], dtype=int32), 4, array([ 95, 463], dtype=int32), 5, array([140, 513], dtype=int32), 6, array([202, 547], dtype=int32), 7, array([275, 558], dtype=int32), 8, array([349, 548], dtype=int32), 9, array([421, 534], dtype=int32), 10, array([475, 503], dtype=int32), 11, array([513, 452], dtype=int32), 12, array([538, 389], dtype=int32), 13, array([546, 320], dtype=int32), 14, array([544, 249], dtype=int32), 15, array([541, 182], dtype=int32), 16, array([530, 115], dtype=int32), 17, array([ 26, 157], dtype=int32), 18, array([ 57, 122], dtype=int32), 19, array([104, 112], dtype=int32), 20, array([152, 116], dtype=int32), 21, array([198, 132], dtype=int32), 22, array([293, 113], dtype=int32), 23, array([337,  85], dtype=int32), 24, array([383,  65], dtype=int32), 25, array([435,  59], dtype=int32), 26, array([480,  77], dtype=int32), 27, array([255, 173], dtype=int32), 28, array([263, 221], dtype=int32), 29, array([269, 269], dtype=int32), 30, array([277, 317], dtype=int32), 31, array([225, 356], dtype=int32), 32, array([255, 361], dtype=int32), 33, array([287, 363], dtype=int32), 34, array([316, 350], dtype=int32), 35, array([343, 337], dtype=int32), 36, array([ 85, 213], dtype=int32), 37, array([114, 191], dtype=int32), 38, array([153, 186], dtype=int32), 39, array([191, 204], dtype=int32), 40, array([156, 216], dtype=int32), 41, array([117, 222], dtype=int32), 42, array([333, 179], dtype=int32), 43, array([365, 150], dtype=int32), 44, array([403, 142], dtype=int32), 45, array([438, 150], dtype=int32), 46, array([414, 171], dtype=int32), 47, array([375, 179], dtype=int32), 48, array([186, 442], dtype=int32), 49, array([224, 425], dtype=int32), 50, array([263, 411], dtype=int32), 51, array([295, 415], dtype=int32), 52, array([326, 400], dtype=int32), 53, array([373, 399], dtype=int32), 54, array([422, 397], dtype=int32), 55, array([389, 451], dtype=int32), 56, array([349, 481], dtype=int32), 57, array([314, 491], dtype=int32), 58, array([280, 493], dtype=int32), 59, array([235, 479], dtype=int32), 60, array([201, 443], dtype=int32), 61, array([268, 443], dtype=int32), 62, array([300, 440], dtype=int32), 63, array([333, 431], dtype=int32), 64, array([406, 406], dtype=int32), 65, array([338, 435], dtype=int32), 66, array([306, 446], dtype=int32), 67, array([273, 448], dtype=int32)]
33;003,003_23,[0, array([ 43, 174], dtype=int32), 1, array([ 49, 252], dtype=int32), 2, array([ 62, 329], dtype=int32), 3, array([ 83, 404], dtype=int32), 4, array([112, 473], dtype=int32), 5, array([152, 537], dtype=int32), 6, array([198, 593], dtype=int32), 7, array([256, 639], dtype=int32), 8, array([333, 650], dtype=int32), 9, array([408, 633], dtype=int32), 10, array([468, 584], dtype=int32), 11, array([519, 524], dtype=int32), 12, array([557, 453], dtype=int32), 13, array([579, 377], dtype=int32), 14, array([590, 298], dtype=int32), 15, array([593, 216], dtype=int32), 16, array([591, 132], dtype=int32), 17, array([ 66, 150], dtype=int32), 18, array([ 97, 108], dtype=int32), 19, array([149,  98], dtype=int32), 20, array([204, 104], dtype=int32), 21, array([258, 118], dtype=int32), 22, array([337, 113], dtype=int32), 23, array([390,  91], dtype=int32), 24, array([446,  77], dtype=int32), 25, array([505,  82], dtype=int32), 26, array([546, 123], dtype=int32), 27, array([301, 169], dtype=int32), 28, array([304, 226], dtype=int32), 29, array([307, 281], dtype=int32), 30, array([309, 339], dtype=int32), 31, array([238, 360], dtype=int32), 32, array([272, 370], dtype=int32), 33, array([311, 380], dtype=int32), 34, array([351, 366], dtype=int32), 35, array([389, 354], dtype=int32), 36, array([129, 183], dtype=int32), 37, array([158, 167], dtype=int32), 38, array([192, 167], dtype=int32), 39, array([226, 188], dtype=int32), 40, array([191, 193], dtype=int32), 41, array([156, 194], dtype=int32), 42, array([391, 177], dtype=int32), 43, array([420, 154], dtype=int32), 44, array([455, 150], dtype=int32), 45, array([487, 165], dtype=int32), 46, array([460, 177], dtype=int32), 47, array([424, 180], dtype=int32), 48, array([187, 456], dtype=int32), 49, array([236, 449], dtype=int32), 50, array([283, 443], dtype=int32), 51, array([318, 450], dtype=int32), 52, array([351, 438], dtype=int32), 53, array([402, 440], dtype=int32), 54, array([457, 443], dtype=int32), 55, array([408, 492], dtype=int32), 56, array([359, 516], dtype=int32), 57, array([323, 522], dtype=int32), 58, array([287, 520], dtype=int32), 59, array([238, 502], dtype=int32), 60, array([209, 462], dtype=int32), 61, array([284, 475], dtype=int32), 62, array([320, 478], dtype=int32), 63, array([353, 472], dtype=int32), 64, array([437, 450], dtype=int32), 65, array([355, 470], dtype=int32), 66, array([321, 476], dtype=int32), 67, array([285, 472], dtype=int32)]
