;0
21;002,002_6,[0, array([-14, 277], dtype=int32), 1, array([ -4, 356], dtype=int32), 2, array([  6, 430], dtype=int32), 3, array([ 23, 504], dtype=int32), 4, array([ 52, 574], dtype=int32), 5, array([101, 629], dtype=int32), 6, array([172, 664], dtype=int32), 7, array([252, 679], dtype=int32), 8, array([337, 679], dtype=int32), 9, array([420, 668], dtype=int32), 10, array([492, 642], dtype=int32), 11, array([551, 595], dtype=int32), 12, array([590, 531], dtype=int32), 13, array([608, 454], dtype=int32), 14, array([613, 375], dtype=int32), 15, array([613, 293], dtype=int32), 16, array([610, 211], dtype=int32), 17, array([ 42, 196], dtype=int32), 18, array([ 73, 154], dtype=int32), 19, array([128, 141], dtype=int32), 20, array([183, 149], dtype=int32), 21, array([240, 163], dtype=int32), 22, array([337, 146], dtype=int32), 23, array([388, 118], dtype=int32), 24, array([442,  96], dtype=int32), 25, array([499,  99], dtype=int32), 26, array([538, 137], dtype=int32), 27, array([292, 210], dtype=int32), 28, array([297, 257], dtype=int32), 29, array([301, 304], dtype=int32), 30, array([306, 352], dtype=int32), 31, array([250, 399], dtype=int32), 32, array([281, 405], dtype=int32), 33, array([312, 408], dtype=int32), 34, array([342, 398], dtype=int32), 35, array([370, 387], dtype=int32), 36, array([110, 249], dtype=int32), 37, array([140, 223], dtype=int32), 38, array([179, 216], dtype=int32), 39, array([218, 236], dtype=int32), 40, array([181, 248], dtype=int32), 41, array([142, 253], dtype=int32), 42, array([373, 217], dtype=int32), 43, array([406, 188], dtype=int32), 44, array([445, 184], dtype=int32), 45, array([479, 201], dtype=int32), 46, array([449, 216], dtype=int32), 47, array([411, 220], dtype=int32), 48, array([205, 525], dtype=int32), 49, array([241, 486], dtype=int32), 50, array([281, 467], dtype=int32), 51, array([314, 470], dtype=int32), 52, array([343, 460], dtype=int32), 53, array([385, 471], dtype=int32), 54, array([429, 500], dtype=int32), 55, array([392, 524], dtype=int32), 56, array([354, 532], dtype=int32), 57, array([322, 537], dtype=int32), 58, array([288, 540], dtype=int32), 59, array([246, 542], dtype=int32), 60, array([221, 519], dtype=int32), 61, array([283, 487], dtype=int32), 62, array([316, 486], dtype=int32), 63, array([346, 482], dtype=int32), 64, array([413, 499], dtype=int32), 65, array([349, 509], dtype=int32), 66, array([318, 513], dtype=int32), 67, array([285, 514], dtype=int32)]
22;002,002_40,[0, array([  6, 170], dtype=int32), 1, array([  1, 240], dtype=int32), 2, array([ -1, 309], dtype=int32), 3, array([  1, 377], dtype=int32), 4, array([ 15, 441], dtype=int32), 5, array([ 50, 495], dtype=int32), 6, array([105, 532], dtype=int32), 7, array([172, 553], dtype=int32), 8, array([249, 561], dtype=int32), 9, array([326, 564], dtype=int32), 10, array([397, 551], dtype=int32), 11, array([456, 523], dtype=int32), 12, array([496, 479], dtype=int32), 13, array([518, 421], dtype=int32), 14, array([534, 362], dtype=int32), 15, array([550, 301], dtype=int32), 16, array([562, 236], dtype=int32), 17, array([75, 97], dtype=int32), 18, array([118,  65], dtype=int32), 19, array([172,  59], dtype=int32), 20, array([224,  71], dtype=int32), 21, array([271,  96], dtype=int32), 22, array([350, 108], dtype=int32), 23, array([400,  96], dtype=int32), 24, array([451,  99], dtype=int32), 25, array([498, 119], dtype=int32), 26, array([524, 162], dtype=int32), 27, array([305, 158], dtype=int32), 28, array([302, 197], dtype=int32), 29, array([298, 235], dtype=int32), 30, array([294, 274], dtype=int32), 31, array([238, 320], dtype=int32), 32, array([262, 327], dtype=int32), 33, array([286, 335], dtype=int32), 34, array([309, 334], dtype=int32), 35, array([332, 332], dtype=int32), 36, array([130, 156], dtype=int32), 37, array([161, 138], dtype=int32), 38, array([198, 141], dtype=int32), 39, array([226, 169], dtype=int32), 40, array([193, 173], dtype=int32), 41, array([156, 170], dtype=int32), 42, array([369, 188], dtype=int32), 43, array([404, 167], dtype=int32), 44, array([440, 173], dtype=int32), 45, array([466, 199], dtype=int32), 46, array([438, 206], dtype=int32), 47, array([401, 200], dtype=int32), 48, array([170, 425], dtype=int32), 49, array([210, 400], dtype=int32), 50, array([254, 387], dtype=int32), 51, array([277, 397], dtype=int32), 52, array([302, 392], dtype=int32), 53, array([338, 413], dtype=int32), 54, array([367, 446], dtype=int32), 55, array([333, 471], dtype=int32), 56, array([296, 479], dtype=int32), 57, array([269, 478], dtype=int32), 58, array([241, 474], dtype=int32), 59, array([202, 459], dtype=int32), 60, array([186, 426], dtype=int32), 61, array([250, 423], dtype=int32), 62, array([275, 426], dtype=int32), 63, array([300, 428], dtype=int32), 64, array([350, 444], dtype=int32), 65, array([298, 436], dtype=int32), 66, array([272, 435], dtype=int32), 67, array([248, 432], dtype=int32)]
23;002,002_45,[0, array([ 15, 210], dtype=int32), 1, array([ 25, 276], dtype=int32), 2, array([ 42, 339], dtype=int32), 3, array([ 59, 401], dtype=int32), 4, array([ 85, 458], dtype=int32), 5, array([128, 505], dtype=int32), 6, array([181, 539], dtype=int32), 7, array([245, 561], dtype=int32), 8, array([318, 562], dtype=int32), 9, array([385, 553], dtype=int32), 10, array([436, 520], dtype=int32), 11, array([475, 475], dtype=int32), 12, array([503, 419], dtype=int32), 13, array([516, 358], dtype=int32), 14, array([523, 294], dtype=int32), 15, array([529, 231], dtype=int32), 16, array([528, 166], dtype=int32), 17, array([ 56, 144], dtype=int32), 18, array([ 89, 106], dtype=int32), 19, array([140,  92], dtype=int32), 20, array([192,  97], dtype=int32), 21, array([243, 109], dtype=int32), 22, array([314,  99], dtype=int32), 23, array([359,  75], dtype=int32), 24, array([407,  61], dtype=int32), 25, array([459,  66], dtype=int32), 26, array([492,  99], dtype=int32), 27, array([287, 155], dtype=int32), 28, array([293, 197], dtype=int32), 29, array([299, 238], dtype=int32), 30, array([305, 280], dtype=int32), 31, array([250, 323], dtype=int32), 32, array([277, 330], dtype=int32), 33, array([305, 337], dtype=int32), 34, array([330, 326], dtype=int32), 35, array([352, 315], dtype=int32), 36, array([119, 181], dtype=int32), 37, array([146, 157], dtype=int32), 38, array([182, 155], dtype=int32), 39, array([213, 178], dtype=int32), 40, array([183, 187], dtype=int32), 41, array([147, 191], dtype=int32), 42, array([351, 166], dtype=int32), 43, array([378, 137], dtype=int32), 44, array([414, 132], dtype=int32), 45, array([441, 151], dtype=int32), 46, array([419, 165], dtype=int32), 47, array([385, 169], dtype=int32), 48, array([206, 425], dtype=int32), 49, array([239, 398], dtype=int32), 50, array([277, 383], dtype=int32), 51, array([305, 390], dtype=int32), 52, array([332, 380], dtype=int32), 53, array([369, 391], dtype=int32), 54, array([401, 413], dtype=int32), 55, array([373, 438], dtype=int32), 56, array([340, 453], dtype=int32), 57, array([311, 457], dtype=int32), 58, array([281, 457], dtype=int32), 59, array([242, 447], dtype=int32), 60, array([223, 424], dtype=int32), 61, array([278, 417], dtype=int32), 62, array([306, 417], dtype=int32), 63, array([334, 414], dtype=int32), 64, array([385, 415], dtype=int32), 65, array([336, 415], dtype=int32), 66, array([307, 419], dtype=int32), 67, array([280, 419], dtype=int32)]
24;002,002_19,[0, array([ 46, 211], dtype=int32), 1, array([ 51, 271], dtype=int32), 2, array([ 61, 330], dtype=int32), 3, array([ 73, 390], dtype=int32), 4, array([ 90, 449], dtype=int32), 5, array([118, 503], dtype=int32), 6, array([161, 542], dtype=int32), 7, array([221, 560], dtype=int32), 8, array([292, 561], dtype=int32), 9, array([362, 555], dtype=int32), 10, array([420, 534], dtype=int32), 11, array([461, 493], dtype=int32), 12, array([484, 439], dtype=int32), 13, array([496, 378], dtype=int32), 14, array([503, 319], dtype=int32), 15, array([508, 259], dtype=int32), 16, array([508, 197], dtype=int32), 17, array([ 86, 137], dtype=int32), 18, array([109,  97], dtype=int32), 19, array([154,  79], dtype=int32), 20, array([199,  83], dtype=int32), 21, array([242,  97], dtype=int32), 22, array([301,  93], dtype=int32), 23, array([341,  75], dtype=int32), 24, array([387,  69], dtype=int32), 25, array([431,  84], dtype=int32), 26, array([456, 123], dtype=int32), 27, array([274, 143], dtype=int32), 28, array([276, 187], dtype=int32), 29, array([279, 228], dtype=int32), 30, array([281, 272], dtype=int32), 31, array([230, 315], dtype=int32), 32, array([256, 321], dtype=int32), 33, array([282, 325], dtype=int32), 34, array([307, 320], dtype=int32), 35, array([331, 313], dtype=int32), 36, array([133, 165], dtype=int32), 37, array([154, 145], dtype=int32), 38, array([182, 143], dtype=int32), 39, array([207, 162], dtype=int32), 40, array([182, 169], dtype=int32), 41, array([154, 172], dtype=int32), 42, array([336, 158], dtype=int32), 43, array([360, 137], dtype=int32), 44, array([388, 137], dtype=int32), 45, array([411, 154], dtype=int32), 46, array([389, 163], dtype=int32), 47, array([362, 163], dtype=int32), 48, array([193, 423], dtype=int32), 49, array([226, 403], dtype=int32), 50, array([257, 390], dtype=int32), 51, array([281, 396], dtype=int32), 52, array([303, 389], dtype=int32), 53, array([333, 400], dtype=int32), 54, array([368, 418], dtype=int32), 55, array([336, 427], dtype=int32), 56, array([306, 431], dtype=int32), 57, array([282, 433], dtype=int32), 58, array([257, 432], dtype=int32), 59, array([227, 430], dtype=int32), 60, array([205, 421], dtype=int32), 61, array([257, 413], dtype=int32), 62, array([281, 414], dtype=int32), 63, array([305, 411], dtype=int32), 64, array([356, 417], dtype=int32), 65, array([304, 410], dtype=int32), 66, array([281, 413], dtype=int32), 67, array([257, 411], dtype=int32)]
25;002,002_46,[0, array([  0, 281], dtype=int32), 1, array([ 10, 364], dtype=int32), 2, array([ 28, 444], dtype=int32), 3, array([ 53, 521], dtype=int32), 4, array([ 89, 590], dtype=int32), 5, array([147, 643], dtype=int32), 6, array([218, 681], dtype=int32), 7, array([296, 704], dtype=int32), 8, array([375, 703], dtype=int32), 9, array([443, 687], dtype=int32), 10, array([494, 647], dtype=int32), 11, array([534, 595], dtype=int32), 12, array([565, 536], dtype=int32), 13, array([582, 470], dtype=int32), 14, array([591, 397], dtype=int32), 15, array([592, 327], dtype=int32), 16, array([586, 255], dtype=int32), 17, array([ 82, 214], dtype=int32), 18, array([121, 174], dtype=int32), 19, array([176, 154], dtype=int32), 20, array([235, 153], dtype=int32), 21, array([295, 166], dtype=int32), 22, array([384, 160], dtype=int32), 23, array([432, 140], dtype=int32), 24, array([482, 133], dtype=int32), 25, array([527, 144], dtype=int32), 26, array([555, 179], dtype=int32), 27, array([346, 224], dtype=int32), 28, array([355, 276], dtype=int32), 29, array([364, 328], dtype=int32), 30, array([373, 381], dtype=int32), 31, array([301, 429], dtype=int32), 32, array([333, 433], dtype=int32), 33, array([366, 439], dtype=int32), 34, array([393, 430], dtype=int32), 35, array([415, 418], dtype=int32), 36, array([154, 254], dtype=int32), 37, array([183, 233], dtype=int32), 38, array([221, 228], dtype=int32), 39, array([251, 247], dtype=int32), 40, array([220, 258], dtype=int32), 41, array([184, 262], dtype=int32), 42, array([414, 237], dtype=int32), 43, array([445, 213], dtype=int32), 44, array([481, 212], dtype=int32), 45, array([507, 229], dtype=int32), 46, array([483, 242], dtype=int32), 47, array([449, 243], dtype=int32), 48, array([248, 555], dtype=int32), 49, array([287, 524], dtype=int32), 50, array([334, 503], dtype=int32), 51, array([366, 509], dtype=int32), 52, array([395, 496], dtype=int32), 53, array([431, 509], dtype=int32), 54, array([456, 538], dtype=int32), 55, array([437, 566], dtype=int32), 56, array([405, 582], dtype=int32), 57, array([374, 589], dtype=int32), 58, array([339, 590], dtype=int32), 59, array([292, 580], dtype=int32), 60, array([266, 554], dtype=int32), 61, array([335, 541], dtype=int32), 62, array([367, 539], dtype=int32), 63, array([397, 533], dtype=int32), 64, array([442, 539], dtype=int32), 65, array([401, 538], dtype=int32), 66, array([371, 545], dtype=int32), 67, array([338, 545], dtype=int32)]
26;002,002_21,[0, array([ -4, 223], dtype=int32), 1, array([  2, 287], dtype=int32), 2, array([ 17, 348], dtype=int32), 3, array([ 29, 410], dtype=int32), 4, array([ 51, 467], dtype=int32), 5, array([ 88, 518], dtype=int32), 6, array([151, 545], dtype=int32), 7, array([220, 559], dtype=int32), 8, array([294, 559], dtype=int32), 9, array([369, 550], dtype=int32), 10, array([436, 528], dtype=int32), 11, array([498, 493], dtype=int32), 12, array([537, 436], dtype=int32), 13, array([551, 368], dtype=int32), 14, array([553, 296], dtype=int32), 15, array([550, 225], dtype=int32), 16, array([543, 153], dtype=int32), 17, array([ 28, 136], dtype=int32), 18, array([ 54, 100], dtype=int32), 19, array([99, 84], dtype=int32), 20, array([147,  85], dtype=int32), 21, array([195,  98], dtype=int32), 22, array([265,  88], dtype=int32), 23, array([308,  61], dtype=int32), 24, array([357,  46], dtype=int32), 25, array([409,  50], dtype=int32), 26, array([452,  76], dtype=int32), 27, array([235, 144], dtype=int32), 28, array([239, 194], dtype=int32), 29, array([243, 242], dtype=int32), 30, array([247, 291], dtype=int32), 31, array([202, 333], dtype=int32), 32, array([230, 339], dtype=int32), 33, array([260, 343], dtype=int32), 34, array([290, 332], dtype=int32), 35, array([318, 319], dtype=int32), 36, array([ 78, 190], dtype=int32), 37, array([104, 164], dtype=int32), 38, array([137, 158], dtype=int32), 39, array([174, 175], dtype=int32), 40, array([142, 186], dtype=int32), 41, array([108, 194], dtype=int32), 42, array([309, 154], dtype=int32), 43, array([341, 129], dtype=int32), 44, array([375, 126], dtype=int32), 45, array([407, 142], dtype=int32), 46, array([379, 155], dtype=int32), 47, array([345, 156], dtype=int32), 48, array([178, 432], dtype=int32), 49, array([213, 413], dtype=int32), 50, array([244, 399], dtype=int32), 51, array([269, 405], dtype=int32), 52, array([292, 393], dtype=int32), 53, array([330, 400], dtype=int32), 54, array([379, 406], dtype=int32), 55, array([338, 427], dtype=int32), 56, array([304, 439], dtype=int32), 57, array([278, 445], dtype=int32), 58, array([252, 447], dtype=int32), 59, array([218, 447], dtype=int32), 60, array([192, 431], dtype=int32), 61, array([246, 421], dtype=int32), 62, array([272, 422], dtype=int32), 63, array([297, 416], dtype=int32), 64, array([364, 408], dtype=int32), 65, array([298, 412], dtype=int32), 66, array([273, 418], dtype=int32), 67, array([248, 419], dtype=int32)]
27;002,002_48,[0, array([ 73, 215], dtype=int32), 1, array([ 76, 294], dtype=int32), 2, array([ 84, 372], dtype=int32), 3, array([ 94, 451], dtype=int32), 4, array([115, 528], dtype=int32), 5, array([153, 595], dtype=int32), 6, array([209, 645], dtype=int32), 7, array([276, 680], dtype=int32), 8, array([357, 693], dtype=int32), 9, array([442, 689], dtype=int32), 10, array([518, 659], dtype=int32), 11, array([581, 609], dtype=int32), 12, array([625, 542], dtype=int32), 13, array([650, 465], dtype=int32), 14, array([662, 384], dtype=int32), 15, array([668, 301], dtype=int32), 16, array([670, 217], dtype=int32), 17, array([123, 166], dtype=int32), 18, array([153, 125], dtype=int32), 19, array([205, 112], dtype=int32), 20, array([260, 117], dtype=int32), 21, array([314, 132], dtype=int32), 22, array([420, 132], dtype=int32), 23, array([473, 113], dtype=int32), 24, array([530, 108], dtype=int32), 25, array([584, 124], dtype=int32), 26, array([616, 168], dtype=int32), 27, array([368, 205], dtype=int32), 28, array([368, 261], dtype=int32), 29, array([368, 315], dtype=int32), 30, array([367, 372], dtype=int32), 31, array([301, 408], dtype=int32), 32, array([333, 418], dtype=int32), 33, array([367, 429], dtype=int32), 34, array([401, 420], dtype=int32), 35, array([435, 411], dtype=int32), 36, array([191, 212], dtype=int32), 37, array([222, 196], dtype=int32), 38, array([258, 198], dtype=int32), 39, array([290, 223], dtype=int32), 40, array([255, 229], dtype=int32), 41, array([218, 227], dtype=int32), 42, array([451, 224], dtype=int32), 43, array([483, 202], dtype=int32), 44, array([520, 200], dtype=int32), 45, array([550, 218], dtype=int32), 46, array([522, 233], dtype=int32), 47, array([485, 233], dtype=int32), 48, array([253, 520], dtype=int32), 49, array([292, 508], dtype=int32), 50, array([331, 501], dtype=int32), 51, array([363, 512], dtype=int32), 52, array([393, 504], dtype=int32), 53, array([431, 513], dtype=int32), 54, array([471, 530], dtype=int32), 55, array([432, 563], dtype=int32), 56, array([391, 574], dtype=int32), 57, array([359, 575], dtype=int32), 58, array([326, 571], dtype=int32), 59, array([288, 557], dtype=int32), 60, array([269, 523], dtype=int32), 61, array([330, 523], dtype=int32), 62, array([362, 528], dtype=int32), 63, array([393, 526], dtype=int32), 64, array([454, 532], dtype=int32), 65, array([391, 539], dtype=int32), 66, array([360, 541], dtype=int32), 67, array([328, 537], dtype=int32)]
28;002,002_50,[0, array([ -7, 301], dtype=int32), 1, array([  2, 381], dtype=int32), 2, array([ 14, 456], dtype=int32), 3, array([ 26, 533], dtype=int32), 4, array([ 51, 600], dtype=int32), 5, array([102, 647], dtype=int32), 6, array([176, 667], dtype=int32), 7, array([263, 669], dtype=int32), 8, array([353, 660], dtype=int32), 9, array([436, 651], dtype=int32), 10, array([511, 634], dtype=int32), 11, array([576, 599], dtype=int32), 12, array([619, 544], dtype=int32), 13, array([639, 470], dtype=int32), 14, array([640, 387], dtype=int32), 15, array([640, 302], dtype=int32), 16, array([637, 213], dtype=int32), 17, array([ 20, 194], dtype=int32), 18, array([ 41, 131], dtype=int32), 19, array([95, 94], dtype=int32), 20, array([159,  82], dtype=int32), 21, array([222,  94], dtype=int32), 22, array([341,  78], dtype=int32), 23, array([404,  52], dtype=int32), 24, array([471,  48], dtype=int32), 25, array([533,  72], dtype=int32), 26, array([567, 127], dtype=int32), 27, array([289, 170], dtype=int32), 28, array([295, 219], dtype=int32), 29, array([301, 267], dtype=int32), 30, array([308, 315], dtype=int32), 31, array([248, 378], dtype=int32), 32, array([283, 379], dtype=int32), 33, array([317, 381], dtype=int32), 34, array([349, 371], dtype=int32), 35, array([382, 362], dtype=int32), 36, array([ 90, 224], dtype=int32), 37, array([120, 192], dtype=int32), 38, array([163, 186], dtype=int32), 39, array([206, 212], dtype=int32), 40, array([168, 225], dtype=int32), 41, array([124, 232], dtype=int32), 42, array([383, 189], dtype=int32), 43, array([420, 152], dtype=int32), 44, array([463, 147], dtype=int32), 45, array([497, 170], dtype=int32), 46, array([469, 186], dtype=int32), 47, array([425, 191], dtype=int32), 48, array([200, 491], dtype=int32), 49, array([241, 458], dtype=int32), 50, array([288, 439], dtype=int32), 51, array([325, 443], dtype=int32), 52, array([362, 430], dtype=int32), 53, array([414, 438], dtype=int32), 54, array([466, 459], dtype=int32), 55, array([422, 477], dtype=int32), 56, array([375, 489], dtype=int32), 57, array([335, 496], dtype=int32), 58, array([296, 500], dtype=int32), 59, array([248, 505], dtype=int32), 60, array([216, 484], dtype=int32), 61, array([291, 471], dtype=int32), 62, array([328, 470], dtype=int32), 63, array([366, 462], dtype=int32), 64, array([448, 456], dtype=int32), 65, array([369, 458], dtype=int32), 66, array([330, 464], dtype=int32), 67, array([293, 468], dtype=int32)]
29;002,002_8,[0, array([ 15, 200], dtype=int32), 1, array([ 21, 281], dtype=int32), 2, array([ 31, 361], dtype=int32), 3, array([ 42, 439], dtype=int32), 4, array([ 65, 512], dtype=int32), 5, array([107, 573], dtype=int32), 6, array([165, 624], dtype=int32), 7, array([236, 658], dtype=int32), 8, array([324, 668], dtype=int32), 9, array([414, 656], dtype=int32), 10, array([486, 623], dtype=int32), 11, array([544, 573], dtype=int32), 12, array([585, 510], dtype=int32), 13, array([608, 438], dtype=int32), 14, array([616, 360], dtype=int32), 15, array([623, 281], dtype=int32), 16, array([628, 200], dtype=int32), 17, array([ 73, 130], dtype=int32), 18, array([110,  96], dtype=int32), 19, array([161,  85], dtype=int32), 20, array([215,  91], dtype=int32), 21, array([269, 106], dtype=int32), 22, array([350, 108], dtype=int32), 23, array([405,  96], dtype=int32), 24, array([461,  90], dtype=int32), 25, array([516, 101], dtype=int32), 26, array([556, 136], dtype=int32), 27, array([311, 166], dtype=int32), 28, array([312, 211], dtype=int32), 29, array([312, 256], dtype=int32), 30, array([312, 303], dtype=int32), 31, array([258, 354], dtype=int32), 32, array([285, 360], dtype=int32), 33, array([314, 366], dtype=int32), 34, array([342, 360], dtype=int32), 35, array([370, 355], dtype=int32), 36, array([124, 184], dtype=int32), 37, array([154, 161], dtype=int32), 38, array([195, 161], dtype=int32), 39, array([232, 187], dtype=int32), 40, array([193, 196], dtype=int32), 41, array([153, 197], dtype=int32), 42, array([396, 191], dtype=int32), 43, array([431, 166], dtype=int32), 44, array([473, 166], dtype=int32), 45, array([507, 189], dtype=int32), 46, array([475, 202], dtype=int32), 47, array([434, 200], dtype=int32), 48, array([205, 471], dtype=int32), 49, array([244, 441], dtype=int32), 50, array([283, 427], dtype=int32), 51, array([315, 435], dtype=int32), 52, array([346, 427], dtype=int32), 53, array([387, 442], dtype=int32), 54, array([428, 474], dtype=int32), 55, array([388, 501], dtype=int32), 56, array([348, 512], dtype=int32), 57, array([316, 515], dtype=int32), 58, array([283, 511], dtype=int32), 59, array([244, 499], dtype=int32), 60, array([224, 470], dtype=int32), 61, array([284, 460], dtype=int32), 62, array([315, 463], dtype=int32), 63, array([346, 460], dtype=int32), 64, array([409, 472], dtype=int32), 65, array([346, 470], dtype=int32), 66, array([316, 472], dtype=int32), 67, array([284, 468], dtype=int32)]
30;002,002_31,[0, array([ -8, 241], dtype=int32), 1, array([ -3, 327], dtype=int32), 2, array([  4, 415], dtype=int32), 3, array([ 13, 500], dtype=int32), 4, array([ 35, 580], dtype=int32), 5, array([ 85, 642], dtype=int32), 6, array([157, 673], dtype=int32), 7, array([239, 682], dtype=int32), 8, array([328, 675], dtype=int32), 9, array([418, 667], dtype=int32), 10, array([504, 650], dtype=int32), 11, array([579, 616], dtype=int32), 12, array([628, 554], dtype=int32), 13, array([654, 475], dtype=int32), 14, array([657, 391], dtype=int32), 15, array([653, 307], dtype=int32), 16, array([647, 223], dtype=int32), 17, array([ 20, 144], dtype=int32), 18, array([41, 80], dtype=int32), 19, array([99, 41], dtype=int32), 20, array([164,  40], dtype=int32), 21, array([224,  63], dtype=int32), 22, array([358,  62], dtype=int32), 23, array([418,  42], dtype=int32), 24, array([482,  41], dtype=int32), 25, array([539,  71], dtype=int32), 26, array([566, 123], dtype=int32), 27, array([300, 155], dtype=int32), 28, array([304, 208], dtype=int32), 29, array([308, 259], dtype=int32), 30, array([312, 313], dtype=int32), 31, array([243, 387], dtype=int32), 32, array([280, 387], dtype=int32), 33, array([313, 389], dtype=int32), 34, array([345, 385], dtype=int32), 35, array([378, 382], dtype=int32), 36, array([100, 193], dtype=int32), 37, array([128, 168], dtype=int32), 38, array([167, 166], dtype=int32), 39, array([205, 189], dtype=int32), 40, array([169, 199], dtype=int32), 41, array([130, 202], dtype=int32), 42, array([388, 183], dtype=int32), 43, array([423, 156], dtype=int32), 44, array([462, 157], dtype=int32), 45, array([497, 179], dtype=int32), 46, array([465, 189], dtype=int32), 47, array([427, 190], dtype=int32), 48, array([167, 516], dtype=int32), 49, array([217, 493], dtype=int32), 50, array([278, 481], dtype=int32), 51, array([314, 488], dtype=int32), 52, array([350, 478], dtype=int32), 53, array([402, 486], dtype=int32), 54, array([445, 506], dtype=int32), 55, array([401, 537], dtype=int32), 56, array([352, 551], dtype=int32), 57, array([312, 555], dtype=int32), 58, array([274, 557], dtype=int32), 59, array([216, 554], dtype=int32), 60, array([179, 514], dtype=int32), 61, array([278, 509], dtype=int32), 62, array([314, 510], dtype=int32), 63, array([352, 505], dtype=int32), 64, array([430, 505], dtype=int32), 65, array([350, 520], dtype=int32), 66, array([311, 526], dtype=int32), 67, array([275, 528], dtype=int32)]
31;002,002_41,[0, array([-13, 309], dtype=int32), 1, array([ -2, 380], dtype=int32), 2, array([ 16, 451], dtype=int32), 3, array([ 35, 519], dtype=int32), 4, array([ 65, 584], dtype=int32), 5, array([112, 637], dtype=int32), 6, array([186, 665], dtype=int32), 7, array([275, 676], dtype=int32), 8, array([370, 670], dtype=int32), 9, array([459, 654], dtype=int32), 10, array([534, 624], dtype=int32), 11, array([597, 578], dtype=int32), 12, array([635, 513], dtype=int32), 13, array([650, 436], dtype=int32), 14, array([647, 359], dtype=int32), 15, array([642, 284], dtype=int32), 16, array([632, 208], dtype=int32), 17, array([ 10, 208], dtype=int32), 18, array([ 35, 152], dtype=int32), 19, array([ 95, 125], dtype=int32), 20, array([160, 124], dtype=int32), 21, array([225, 140], dtype=int32), 22, array([338, 110], dtype=int32), 23, array([398,  77], dtype=int32), 24, array([462,  59], dtype=int32), 25, array([528,  69], dtype=int32), 26, array([568, 112], dtype=int32), 27, array([289, 186], dtype=int32), 28, array([295, 231], dtype=int32), 29, array([301, 273], dtype=int32), 30, array([307, 318], dtype=int32), 31, array([253, 384], dtype=int32), 32, array([288, 387], dtype=int32), 33, array([321, 388], dtype=int32), 34, array([354, 374], dtype=int32), 35, array([387, 360], dtype=int32), 36, array([ 87, 252], dtype=int32), 37, array([117, 227], dtype=int32), 38, array([158, 218], dtype=int32), 39, array([206, 228], dtype=int32), 40, array([167, 245], dtype=int32), 41, array([125, 255], dtype=int32), 42, array([389, 195], dtype=int32), 43, array([427, 169], dtype=int32), 44, array([469, 163], dtype=int32), 45, array([508, 176], dtype=int32), 46, array([476, 192], dtype=int32), 47, array([433, 197], dtype=int32), 48, array([219, 518], dtype=int32), 49, array([256, 479], dtype=int32), 50, array([298, 454], dtype=int32), 51, array([333, 458], dtype=int32), 52, array([367, 442], dtype=int32), 53, array([414, 450], dtype=int32), 54, array([464, 473], dtype=int32), 55, array([428, 496], dtype=int32), 56, array([388, 513], dtype=int32), 57, array([351, 521], dtype=int32), 58, array([314, 526], dtype=int32), 59, array([267, 528], dtype=int32), 60, array([238, 512], dtype=int32), 61, array([303, 485], dtype=int32), 62, array([338, 482], dtype=int32), 63, array([373, 473], dtype=int32), 64, array([446, 475], dtype=int32), 65, array([378, 474], dtype=int32), 66, array([343, 484], dtype=int32), 67, array([308, 487], dtype=int32)]
